,date,county,state,fips,cases
52208,2020-04-12,Gogebic,Michigan,26053.0,4
52209,2020-04-12,Grand Traverse,Michigan,26055.0,17
52210,2020-04-12,Gratiot,Michigan,26057.0,7
52211,2020-04-12,Hillsdale,Michigan,26059.0,75
52212,2020-04-12,Houghton,Michigan,26061.0,1
52213,2020-04-12,Huron,Michigan,26063.0,6
52214,2020-04-12,Ingham,Michigan,26065.0,250
52215,2020-04-12,Ionia,Michigan,26067.0,14
52216,2020-04-12,Iosco,Michigan,26069.0,4
52217,2020-04-12,Isabella,Michigan,26073.0,39
52218,2020-04-12,Jackson,Michigan,26075.0,171
52219,2020-04-12,Kalamazoo,Michigan,26077.0,84
52220,2020-04-12,Kalkaska,Michigan,26079.0,13
52221,2020-04-12,Kent,Michigan,26081.0,287
52222,2020-04-12,Lake,Michigan,26085.0,1
52223,2020-04-12,Lapeer,Michigan,26087.0,101
52224,2020-04-12,Leelanau,Michigan,26089.0,4
52225,2020-04-12,Lenawee,Michigan,26091.0,47
52226,2020-04-12,Livingston,Michigan,26093.0,209
52227,2020-04-12,Luce,Michigan,26095.0,1
52228,2020-04-12,Mackinac,Michigan,26097.0,4
52229,2020-04-12,Macomb,Michigan,26099.0,3254
52230,2020-04-12,Manistee,Michigan,26101.0,10
52231,2020-04-12,Marquette,Michigan,26103.0,22
52232,2020-04-12,Mason,Michigan,26105.0,2
52233,2020-04-12,Mecosta,Michigan,26107.0,11
52234,2020-04-12,Menominee,Michigan,26109.0,1
52235,2020-04-12,Midland,Michigan,26111.0,31
52236,2020-04-12,Missaukee,Michigan,26113.0,1
52237,2020-04-12,Monroe,Michigan,26115.0,183
52238,2020-04-12,Montcalm,Michigan,26117.0,22
52239,2020-04-12,Muskegon,Michigan,26121.0,59
52240,2020-04-12,Newaygo,Michigan,26123.0,6
52241,2020-04-12,Oakland,Michigan,26125.0,4915
52242,2020-04-12,Oceana,Michigan,26127.0,3
52243,2020-04-12,Ogemaw,Michigan,26129.0,4
52244,2020-04-12,Osceola,Michigan,26133.0,4
52245,2020-04-12,Oscoda,Michigan,26135.0,4
52246,2020-04-12,Otsego,Michigan,26137.0,33
52247,2020-04-12,Ottawa,Michigan,26139.0,66
52248,2020-04-12,Presque Isle,Michigan,26141.0,2
52249,2020-04-12,Roscommon,Michigan,26143.0,9
52250,2020-04-12,Saginaw,Michigan,26145.0,274
52251,2020-04-12,Sanilac,Michigan,26151.0,23
52252,2020-04-12,Schoolcraft,Michigan,26153.0,2
52253,2020-04-12,Shiawassee,Michigan,26155.0,54
52254,2020-04-12,St. Clair,Michigan,26147.0,199
52255,2020-04-12,St. Joseph,Michigan,26149.0,21
52256,2020-04-12,Tuscola,Michigan,26157.0,45
52257,2020-04-12,Unknown,Michigan,,480
52258,2020-04-12,Van Buren,Michigan,26159.0,21
52259,2020-04-12,Washtenaw,Michigan,26161.0,716
52260,2020-04-12,Wayne,Michigan,26163.0,11164
52261,2020-04-12,Wexford,Michigan,26165.0,7
54867,2020-04-13,Allegan,Michigan,26005.0,23
54868,2020-04-13,Alpena,Michigan,26007.0,1
54869,2020-04-13,Antrim,Michigan,26009.0,8
54870,2020-04-13,Arenac,Michigan,26011.0,5
54871,2020-04-13,Barry,Michigan,26015.0,11
54872,2020-04-13,Bay,Michigan,26017.0,59
54873,2020-04-13,Berrien,Michigan,26021.0,105
54874,2020-04-13,Branch,Michigan,26023.0,29
54875,2020-04-13,Calhoun,Michigan,26025.0,83
54876,2020-04-13,Cass,Michigan,26027.0,12
54877,2020-04-13,Charlevoix,Michigan,26029.0,11
54878,2020-04-13,Cheboygan,Michigan,26031.0,12
54879,2020-04-13,Chippewa,Michigan,26033.0,1
54880,2020-04-13,Clare,Michigan,26035.0,4
54881,2020-04-13,Clinton,Michigan,26037.0,93
54882,2020-04-13,Crawford,Michigan,26039.0,12
54883,2020-04-13,Delta,Michigan,26041.0,9
54884,2020-04-13,Dickinson,Michigan,26043.0,3
54885,2020-04-13,Eaton,Michigan,26045.0,74
54886,2020-04-13,Emmet,Michigan,26047.0,21
54887,2020-04-13,Genesee,Michigan,26049.0,988
54888,2020-04-13,Gladwin,Michigan,26051.0,4
54889,2020-04-13,Gogebic,Michigan,26053.0,4
54890,2020-04-13,Grand Traverse,Michigan,26055.0,17
54891,2020-04-13,Gratiot,Michigan,26057.0,7
54892,2020-04-13,Hillsdale,Michigan,26059.0,77
54893,2020-04-13,Houghton,Michigan,26061.0,1
54894,2020-04-13,Huron,Michigan,26063.0,6
54895,2020-04-13,Ingham,Michigan,26065.0,254
54896,2020-04-13,Ionia,Michigan,26067.0,15
54897,2020-04-13,Iosco,Michigan,26069.0,4
54898,2020-04-13,Isabella,Michigan,26073.0,41
54899,2020-04-13,Jackson,Michigan,26075.0,172
54900,2020-04-13,Kalamazoo,Michigan,26077.0,91
54901,2020-04-13,Kalkaska,Michigan,26079.0,14
54902,2020-04-13,Kent,Michigan,26081.0,311
54903,2020-04-13,Lake,Michigan,26085.0,2
54904,2020-04-13,Lapeer,Michigan,26087.0,106
54905,2020-04-13,Leelanau,Michigan,26089.0,4
54906,2020-04-13,Lenawee,Michigan,26091.0,50
54907,2020-04-13,Livingston,Michigan,26093.0,225
54908,2020-04-13,Luce,Michigan,26095.0,1
54909,2020-04-13,Mackinac,Michigan,26097.0,4
54910,2020-04-13,Macomb,Michigan,26099.0,3418
54911,2020-04-13,Manistee,Michigan,26101.0,10
54912,2020-04-13,Marquette,Michigan,26103.0,24
54913,2020-04-13,Mason,Michigan,26105.0,2
54914,2020-04-13,Mecosta,Michigan,26107.0,11
54915,2020-04-13,Menominee,Michigan,26109.0,1
54916,2020-04-13,Midland,Michigan,26111.0,33
54917,2020-04-13,Missaukee,Michigan,26113.0,1
54918,2020-04-13,Monroe,Michigan,26115.0,190
54919,2020-04-13,Montcalm,Michigan,26117.0,22
54920,2020-04-13,Montmorency,Michigan,26119.0,1
54921,2020-04-13,Muskegon,Michigan,26121.0,68
54922,2020-04-13,Newaygo,Michigan,26123.0,6
54923,2020-04-13,Oakland,Michigan,26125.0,5073
54924,2020-04-13,Oceana,Michigan,26127.0,3
54925,2020-04-13,Ogemaw,Michigan,26129.0,4
54926,2020-04-13,Osceola,Michigan,26133.0,5
54927,2020-04-13,Oscoda,Michigan,26135.0,4
54928,2020-04-13,Otsego,Michigan,26137.0,34
54929,2020-04-13,Ottawa,Michigan,26139.0,69
54930,2020-04-13,Presque Isle,Michigan,26141.0,2
54931,2020-04-13,Roscommon,Michigan,26143.0,9
54932,2020-04-13,Saginaw,Michigan,26145.0,293
54933,2020-04-13,Sanilac,Michigan,26151.0,23
54934,2020-04-13,Schoolcraft,Michigan,26153.0,3
54935,2020-04-13,Shiawassee,Michigan,26155.0,53
54936,2020-04-13,St. Clair,Michigan,26147.0,206
54937,2020-04-13,St. Joseph,Michigan,26149.0,21
54938,2020-04-13,Tuscola,Michigan,26157.0,45
54939,2020-04-13,Unknown,Michigan,,469
54940,2020-04-13,Van Buren,Michigan,26159.0,22
54941,2020-04-13,Washtenaw,Michigan,26161.0,736
54942,2020-04-13,Wayne,Michigan,26163.0,11648
54943,2020-04-13,Wexford,Michigan,26165.0,7
57565,2020-04-14,Allegan,Michigan,26005.0,23
57566,2020-04-14,Alpena,Michigan,26007.0,1
57567,2020-04-14,Antrim,Michigan,26009.0,8
57568,2020-04-14,Arenac,Michigan,26011.0,5
57569,2020-04-14,Barry,Michigan,26015.0,14
57570,2020-04-14,Bay,Michigan,26017.0,60
57571,2020-04-14,Berrien,Michigan,26021.0,111
57572,2020-04-14,Branch,Michigan,26023.0,29
57573,2020-04-14,Calhoun,Michigan,26025.0,90
57574,2020-04-14,Cass,Michigan,26027.0,13
57575,2020-04-14,Charlevoix,Michigan,26029.0,11
57576,2020-04-14,Cheboygan,Michigan,26031.0,12
57577,2020-04-14,Chippewa,Michigan,26033.0,1
57578,2020-04-14,Clare,Michigan,26035.0,4
57579,2020-04-14,Clinton,Michigan,26037.0,98
57580,2020-04-14,Crawford,Michigan,26039.0,15
57581,2020-04-14,Delta,Michigan,26041.0,9
57582,2020-04-14,Dickinson,Michigan,26043.0,3
57583,2020-04-14,Eaton,Michigan,26045.0,76
57584,2020-04-14,Emmet,Michigan,26047.0,21
57585,2020-04-14,Genesee,Michigan,26049.0,1030
57586,2020-04-14,Gladwin,Michigan,26051.0,5
57587,2020-04-14,Gogebic,Michigan,26053.0,4
57588,2020-04-14,Grand Traverse,Michigan,26055.0,17
57589,2020-04-14,Gratiot,Michigan,26057.0,7
57590,2020-04-14,Hillsdale,Michigan,26059.0,79
57591,2020-04-14,Houghton,Michigan,26061.0,2
57592,2020-04-14,Huron,Michigan,26063.0,6
57593,2020-04-14,Ingham,Michigan,26065.0,263
57594,2020-04-14,Ionia,Michigan,26067.0,17
57595,2020-04-14,Iosco,Michigan,26069.0,4
57596,2020-04-14,Isabella,Michigan,26073.0,42
57597,2020-04-14,Jackson,Michigan,26075.0,183
57598,2020-04-14,Kalamazoo,Michigan,26077.0,94
57599,2020-04-14,Kalkaska,Michigan,26079.0,14
57600,2020-04-14,Kent,Michigan,26081.0,325
57601,2020-04-14,Lake,Michigan,26085.0,2
57602,2020-04-14,Lapeer,Michigan,26087.0,117
57603,2020-04-14,Leelanau,Michigan,26089.0,4
57604,2020-04-14,Lenawee,Michigan,26091.0,53
57605,2020-04-14,Livingston,Michigan,26093.0,238
57606,2020-04-14,Luce,Michigan,26095.0,1
57607,2020-04-14,Mackinac,Michigan,26097.0,4
57608,2020-04-14,Macomb,Michigan,26099.0,3620
57609,2020-04-14,Manistee,Michigan,26101.0,10
57610,2020-04-14,Marquette,Michigan,26103.0,26
57611,2020-04-14,Mason,Michigan,26105.0,3
57612,2020-04-14,Mecosta,Michigan,26107.0,11
57613,2020-04-14,Menominee,Michigan,26109.0,1
57614,2020-04-14,Midland,Michigan,26111.0,33
57615,2020-04-14,Missaukee,Michigan,26113.0,1
57616,2020-04-14,Monroe,Michigan,26115.0,196
57617,2020-04-14,Montcalm,Michigan,26117.0,23
57618,2020-04-14,Montmorency,Michigan,26119.0,1
57619,2020-04-14,Muskegon,Michigan,26121.0,85
57620,2020-04-14,Newaygo,Michigan,26123.0,7
57621,2020-04-14,Oakland,Michigan,26125.0,5364
57622,2020-04-14,Oceana,Michigan,26127.0,3
57623,2020-04-14,Ogemaw,Michigan,26129.0,4
57624,2020-04-14,Osceola,Michigan,26133.0,5
57625,2020-04-14,Oscoda,Michigan,26135.0,4
57626,2020-04-14,Otsego,Michigan,26137.0,34
57627,2020-04-14,Ottawa,Michigan,26139.0,67
57628,2020-04-14,Presque Isle,Michigan,26141.0,2
57629,2020-04-14,Roscommon,Michigan,26143.0,9
57630,2020-04-14,Saginaw,Michigan,26145.0,302
57631,2020-04-14,Sanilac,Michigan,26151.0,23
57632,2020-04-14,Schoolcraft,Michigan,26153.0,3
57633,2020-04-14,Shiawassee,Michigan,26155.0,62
57634,2020-04-14,St. Clair,Michigan,26147.0,211
57635,2020-04-14,St. Joseph,Michigan,26149.0,22
57636,2020-04-14,Tuscola,Michigan,26157.0,45
57637,2020-04-14,Unknown,Michigan,,543
57638,2020-04-14,Van Buren,Michigan,26159.0,22
57639,2020-04-14,Washtenaw,Michigan,26161.0,772
57640,2020-04-14,Wayne,Michigan,26163.0,12209
57641,2020-04-14,Wexford,Michigan,26165.0,7
60274,2020-04-15,Alcona,Michigan,26001.0,1
60275,2020-04-15,Allegan,Michigan,26005.0,25
60276,2020-04-15,Alpena,Michigan,26007.0,1
60277,2020-04-15,Antrim,Michigan,26009.0,9
60278,2020-04-15,Arenac,Michigan,26011.0,7
60279,2020-04-15,Barry,Michigan,26015.0,18
60280,2020-04-15,Bay,Michigan,26017.0,64
60281,2020-04-15,Berrien,Michigan,26021.0,123
60282,2020-04-15,Branch,Michigan,26023.0,106
60283,2020-04-15,Calhoun,Michigan,26025.0,104
60284,2020-04-15,Cass,Michigan,26027.0,17
60285,2020-04-15,Charlevoix,Michigan,26029.0,11
60286,2020-04-15,Cheboygan,Michigan,26031.0,12
60287,2020-04-15,Chippewa,Michigan,26033.0,1
60288,2020-04-15,Clare,Michigan,26035.0,5
60289,2020-04-15,Clinton,Michigan,26037.0,100
60290,2020-04-15,Crawford,Michigan,26039.0,16
60291,2020-04-15,Delta,Michigan,26041.0,9
60292,2020-04-15,Dickinson,Michigan,26043.0,3
60293,2020-04-15,Eaton,Michigan,26045.0,77
60294,2020-04-15,Emmet,Michigan,26047.0,21
60295,2020-04-15,Genesee,Michigan,26049.0,1084
60296,2020-04-15,Gladwin,Michigan,26051.0,6
60297,2020-04-15,Gogebic,Michigan,26053.0,4
60298,2020-04-15,Grand Traverse,Michigan,26055.0,17
60299,2020-04-15,Gratiot,Michigan,26057.0,7
60300,2020-04-15,Hillsdale,Michigan,26059.0,81
60301,2020-04-15,Houghton,Michigan,26061.0,2
60302,2020-04-15,Huron,Michigan,26063.0,7
60303,2020-04-15,Ingham,Michigan,26065.0,270
60304,2020-04-15,Ionia,Michigan,26067.0,18
60305,2020-04-15,Iosco,Michigan,26069.0,4
60306,2020-04-15,Isabella,Michigan,26073.0,43
60307,2020-04-15,Jackson,Michigan,26075.0,409
60308,2020-04-15,Kalamazoo,Michigan,26077.0,103
60309,2020-04-15,Kalkaska,Michigan,26079.0,16
60310,2020-04-15,Kent,Michigan,26081.0,355
60311,2020-04-15,Lake,Michigan,26085.0,2
60312,2020-04-15,Lapeer,Michigan,26087.0,125
60313,2020-04-15,Leelanau,Michigan,26089.0,5
60314,2020-04-15,Lenawee,Michigan,26091.0,64
60315,2020-04-15,Livingston,Michigan,26093.0,260
60316,2020-04-15,Luce,Michigan,26095.0,1
60317,2020-04-15,Mackinac,Michigan,26097.0,4
60318,2020-04-15,Macomb,Michigan,26099.0,3866
60319,2020-04-15,Manistee,Michigan,26101.0,10
60320,2020-04-15,Marquette,Michigan,26103.0,27
60321,2020-04-15,Mason,Michigan,26105.0,3
60322,2020-04-15,Mecosta,Michigan,26107.0,11
60323,2020-04-15,Menominee,Michigan,26109.0,1
60324,2020-04-15,Midland,Michigan,26111.0,36
60325,2020-04-15,Missaukee,Michigan,26113.0,2
60326,2020-04-15,Monroe,Michigan,26115.0,211
60327,2020-04-15,Montcalm,Michigan,26117.0,23
60328,2020-04-15,Montmorency,Michigan,26119.0,1
60329,2020-04-15,Muskegon,Michigan,26121.0,93
60330,2020-04-15,Newaygo,Michigan,26123.0,7
60331,2020-04-15,Oakland,Michigan,26125.0,5576
60332,2020-04-15,Oceana,Michigan,26127.0,3
60333,2020-04-15,Ogemaw,Michigan,26129.0,4
60334,2020-04-15,Osceola,Michigan,26133.0,5
60335,2020-04-15,Oscoda,Michigan,26135.0,4
60336,2020-04-15,Otsego,Michigan,26137.0,35
60337,2020-04-15,Ottawa,Michigan,26139.0,74
60338,2020-04-15,Presque Isle,Michigan,26141.0,2
60339,2020-04-15,Roscommon,Michigan,26143.0,9
60340,2020-04-15,Saginaw,Michigan,26145.0,313
60341,2020-04-15,Sanilac,Michigan,26151.0,25
60342,2020-04-15,Schoolcraft,Michigan,26153.0,3
60343,2020-04-15,Shiawassee,Michigan,26155.0,63
60344,2020-04-15,St. Clair,Michigan,26147.0,221
60345,2020-04-15,St. Joseph,Michigan,26149.0,22
60346,2020-04-15,Tuscola,Michigan,26157.0,47
60347,2020-04-15,Unknown,Michigan,,114
60348,2020-04-15,Van Buren,Michigan,26159.0,26
60349,2020-04-15,Washtenaw,Michigan,26161.0,873
60350,2020-04-15,Wayne,Michigan,26163.0,12560
60351,2020-04-15,Wexford,Michigan,26165.0,7
62995,2020-04-16,Alcona,Michigan,26001.0,1
62996,2020-04-16,Allegan,Michigan,26005.0,25
62997,2020-04-16,Alpena,Michigan,26007.0,2
62998,2020-04-16,Antrim,Michigan,26009.0,9
62999,2020-04-16,Arenac,Michigan,26011.0,7
63000,2020-04-16,Baraga,Michigan,26013.0,1
63001,2020-04-16,Barry,Michigan,26015.0,20
63002,2020-04-16,Bay,Michigan,26017.0,67
63003,2020-04-16,Berrien,Michigan,26021.0,133
63004,2020-04-16,Branch,Michigan,26023.0,116
63005,2020-04-16,Calhoun,Michigan,26025.0,119
63006,2020-04-16,Cass,Michigan,26027.0,19
63007,2020-04-16,Charlevoix,Michigan,26029.0,11
63008,2020-04-16,Cheboygan,Michigan,26031.0,12
63009,2020-04-16,Chippewa,Michigan,26033.0,1
63010,2020-04-16,Clare,Michigan,26035.0,7
63011,2020-04-16,Clinton,Michigan,26037.0,102
63012,2020-04-16,Crawford,Michigan,26039.0,18
63013,2020-04-16,Delta,Michigan,26041.0,10
63014,2020-04-16,Dickinson,Michigan,26043.0,3
63015,2020-04-16,Eaton,Michigan,26045.0,84
63016,2020-04-16,Emmet,Michigan,26047.0,21
63017,2020-04-16,Genesee,Michigan,26049.0,1147
63018,2020-04-16,Gladwin,Michigan,26051.0,8
63019,2020-04-16,Gogebic,Michigan,26053.0,4
63020,2020-04-16,Grand Traverse,Michigan,26055.0,17
63021,2020-04-16,Gratiot,Michigan,26057.0,7
63022,2020-04-16,Hillsdale,Michigan,26059.0,84
63023,2020-04-16,Houghton,Michigan,26061.0,2
63024,2020-04-16,Huron,Michigan,26063.0,8
63025,2020-04-16,Ingham,Michigan,26065.0,278
63026,2020-04-16,Ionia,Michigan,26067.0,20
63027,2020-04-16,Iosco,Michigan,26069.0,6
63028,2020-04-16,Isabella,Michigan,26073.0,45
63029,2020-04-16,Jackson,Michigan,26075.0,430
63030,2020-04-16,Kalamazoo,Michigan,26077.0,118
63031,2020-04-16,Kalkaska,Michigan,26079.0,17
63032,2020-04-16,Kent,Michigan,26081.0,386
63033,2020-04-16,Lake,Michigan,26085.0,2
63034,2020-04-16,Lapeer,Michigan,26087.0,137
63035,2020-04-16,Leelanau,Michigan,26089.0,6
63036,2020-04-16,Lenawee,Michigan,26091.0,67
63037,2020-04-16,Livingston,Michigan,26093.0,269
63038,2020-04-16,Luce,Michigan,26095.0,1
63039,2020-04-16,Mackinac,Michigan,26097.0,4
63040,2020-04-16,Macomb,Michigan,26099.0,4069
63041,2020-04-16,Manistee,Michigan,26101.0,11
63042,2020-04-16,Marquette,Michigan,26103.0,27
63043,2020-04-16,Mason,Michigan,26105.0,4
63044,2020-04-16,Mecosta,Michigan,26107.0,11
63045,2020-04-16,Menominee,Michigan,26109.0,1
63046,2020-04-16,Midland,Michigan,26111.0,41
63047,2020-04-16,Missaukee,Michigan,26113.0,3
63048,2020-04-16,Monroe,Michigan,26115.0,217
63049,2020-04-16,Montcalm,Michigan,26117.0,23
63050,2020-04-16,Montmorency,Michigan,26119.0,2
63051,2020-04-16,Muskegon,Michigan,26121.0,110
63052,2020-04-16,Newaygo,Michigan,26123.0,7
63053,2020-04-16,Oakland,Michigan,26125.0,5778
63054,2020-04-16,Oceana,Michigan,26127.0,3
63055,2020-04-16,Ogemaw,Michigan,26129.0,5
63056,2020-04-16,Osceola,Michigan,26133.0,6
63057,2020-04-16,Oscoda,Michigan,26135.0,4
63058,2020-04-16,Otsego,Michigan,26137.0,44
63059,2020-04-16,Ottawa,Michigan,26139.0,82
63060,2020-04-16,Presque Isle,Michigan,26141.0,2
63061,2020-04-16,Roscommon,Michigan,26143.0,9
63062,2020-04-16,Saginaw,Michigan,26145.0,350
63063,2020-04-16,Sanilac,Michigan,26151.0,25
63064,2020-04-16,Schoolcraft,Michigan,26153.0,3
63065,2020-04-16,Shiawassee,Michigan,26155.0,70
63066,2020-04-16,St. Clair,Michigan,26147.0,232
63067,2020-04-16,St. Joseph,Michigan,26149.0,23
63068,2020-04-16,Tuscola,Michigan,26157.0,50
63069,2020-04-16,Unknown,Michigan,,88
63070,2020-04-16,Van Buren,Michigan,26159.0,26
63071,2020-04-16,Washtenaw,Michigan,26161.0,918
63072,2020-04-16,Wayne,Michigan,26163.0,13018
63073,2020-04-16,Wexford,Michigan,26165.0,7
65733,2020-04-17,Alcona,Michigan,26001.0,1
65734,2020-04-17,Allegan,Michigan,26005.0,29
65735,2020-04-17,Alpena,Michigan,26007.0,2
65736,2020-04-17,Antrim,Michigan,26009.0,8
65737,2020-04-17,Arenac,Michigan,26011.0,7
65738,2020-04-17,Baraga,Michigan,26013.0,1
65739,2020-04-17,Barry,Michigan,26015.0,21
65740,2020-04-17,Bay,Michigan,26017.0,69
65741,2020-04-17,Berrien,Michigan,26021.0,144
65742,2020-04-17,Branch,Michigan,26023.0,120
65743,2020-04-17,Calhoun,Michigan,26025.0,130
65744,2020-04-17,Cass,Michigan,26027.0,22
65745,2020-04-17,Charlevoix,Michigan,26029.0,11
65746,2020-04-17,Cheboygan,Michigan,26031.0,12
65747,2020-04-17,Chippewa,Michigan,26033.0,1
65748,2020-04-17,Clare,Michigan,26035.0,7
65749,2020-04-17,Clinton,Michigan,26037.0,103
65750,2020-04-17,Crawford,Michigan,26039.0,22
65751,2020-04-17,Delta,Michigan,26041.0,10
65752,2020-04-17,Dickinson,Michigan,26043.0,3
65753,2020-04-17,Eaton,Michigan,26045.0,87
65754,2020-04-17,Emmet,Michigan,26047.0,21
65755,2020-04-17,Genesee,Michigan,26049.0,1197
65756,2020-04-17,Gladwin,Michigan,26051.0,8
65757,2020-04-17,Gogebic,Michigan,26053.0,4
65758,2020-04-17,Grand Traverse,Michigan,26055.0,17
65759,2020-04-17,Gratiot,Michigan,26057.0,7
65760,2020-04-17,Hillsdale,Michigan,26059.0,85
65761,2020-04-17,Houghton,Michigan,26061.0,2
65762,2020-04-17,Huron,Michigan,26063.0,8
65763,2020-04-17,Ingham,Michigan,26065.0,298
65764,2020-04-17,Ionia,Michigan,26067.0,20
65765,2020-04-17,Iosco,Michigan,26069.0,8
65766,2020-04-17,Isabella,Michigan,26073.0,46
65767,2020-04-17,Jackson,Michigan,26075.0,448
65768,2020-04-17,Kalamazoo,Michigan,26077.0,130
65769,2020-04-17,Kalkaska,Michigan,26079.0,17
65770,2020-04-17,Kent,Michigan,26081.0,431
65771,2020-04-17,Lake,Michigan,26085.0,2
65772,2020-04-17,Lapeer,Michigan,26087.0,146
65773,2020-04-17,Leelanau,Michigan,26089.0,7
65774,2020-04-17,Lenawee,Michigan,26091.0,67
65775,2020-04-17,Livingston,Michigan,26093.0,275
65776,2020-04-17,Luce,Michigan,26095.0,1
65777,2020-04-17,Mackinac,Michigan,26097.0,5
65778,2020-04-17,Macomb,Michigan,26099.0,4222
65779,2020-04-17,Manistee,Michigan,26101.0,11
65780,2020-04-17,Marquette,Michigan,26103.0,29
65781,2020-04-17,Mason,Michigan,26105.0,4
65782,2020-04-17,Mecosta,Michigan,26107.0,12
65783,2020-04-17,Menominee,Michigan,26109.0,1
65784,2020-04-17,Midland,Michigan,26111.0,42
65785,2020-04-17,Missaukee,Michigan,26113.0,3
65786,2020-04-17,Monroe,Michigan,26115.0,223
65787,2020-04-17,Montcalm,Michigan,26117.0,24
65788,2020-04-17,Montmorency,Michigan,26119.0,3
65789,2020-04-17,Muskegon,Michigan,26121.0,128
65790,2020-04-17,Newaygo,Michigan,26123.0,7
65791,2020-04-17,Oakland,Michigan,26125.0,5901
65792,2020-04-17,Oceana,Michigan,26127.0,4
65793,2020-04-17,Ogemaw,Michigan,26129.0,5
65794,2020-04-17,Osceola,Michigan,26133.0,6
65795,2020-04-17,Oscoda,Michigan,26135.0,4
65796,2020-04-17,Otsego,Michigan,26137.0,45
65797,2020-04-17,Ottawa,Michigan,26139.0,88
65798,2020-04-17,Presque Isle,Michigan,26141.0,2
65799,2020-04-17,Roscommon,Michigan,26143.0,9
65800,2020-04-17,Saginaw,Michigan,26145.0,370
65801,2020-04-17,Sanilac,Michigan,26151.0,27
65802,2020-04-17,Schoolcraft,Michigan,26153.0,3
65803,2020-04-17,Shiawassee,Michigan,26155.0,86
65804,2020-04-17,St. Clair,Michigan,26147.0,236
65805,2020-04-17,St. Joseph,Michigan,26149.0,23
65806,2020-04-17,Tuscola,Michigan,26157.0,54
65807,2020-04-17,Unknown,Michigan,,91
65808,2020-04-17,Van Buren,Michigan,26159.0,28
65809,2020-04-17,Washtenaw,Michigan,26161.0,947
65810,2020-04-17,Wayne,Michigan,26163.0,13249
65811,2020-04-17,Wexford,Michigan,26165.0,7
68483,2020-04-18,Alcona,Michigan,26001.0,1
68484,2020-04-18,Allegan,Michigan,26005.0,33
68485,2020-04-18,Alpena,Michigan,26007.0,2
68486,2020-04-18,Antrim,Michigan,26009.0,8
68487,2020-04-18,Arenac,Michigan,26011.0,9
68488,2020-04-18,Baraga,Michigan,26013.0,1
68489,2020-04-18,Barry,Michigan,26015.0,21
68490,2020-04-18,Bay,Michigan,26017.0,79
68491,2020-04-18,Benzie,Michigan,26019.0,2
68492,2020-04-18,Berrien,Michigan,26021.0,153
68493,2020-04-18,Branch,Michigan,26023.0,120
68494,2020-04-18,Calhoun,Michigan,26025.0,136
68495,2020-04-18,Cass,Michigan,26027.0,22
68496,2020-04-18,Charlevoix,Michigan,26029.0,12
68497,2020-04-18,Cheboygan,Michigan,26031.0,14
68498,2020-04-18,Chippewa,Michigan,26033.0,1
68499,2020-04-18,Clare,Michigan,26035.0,8
68500,2020-04-18,Clinton,Michigan,26037.0,103
68501,2020-04-18,Crawford,Michigan,26039.0,26
68502,2020-04-18,Delta,Michigan,26041.0,12
68503,2020-04-18,Dickinson,Michigan,26043.0,3
68504,2020-04-18,Eaton,Michigan,26045.0,88
68505,2020-04-18,Emmet,Michigan,26047.0,21
68506,2020-04-18,Genesee,Michigan,26049.0,1228
68507,2020-04-18,Gladwin,Michigan,26051.0,9
68508,2020-04-18,Gogebic,Michigan,26053.0,4
68509,2020-04-18,Grand Traverse,Michigan,26055.0,18
68510,2020-04-18,Gratiot,Michigan,26057.0,7
68511,2020-04-18,Hillsdale,Michigan,26059.0,89
68512,2020-04-18,Houghton,Michigan,26061.0,2
68513,2020-04-18,Huron,Michigan,26063.0,10
68514,2020-04-18,Ingham,Michigan,26065.0,304
68515,2020-04-18,Ionia,Michigan,26067.0,22
68516,2020-04-18,Iosco,Michigan,26069.0,11
68517,2020-04-18,Isabella,Michigan,26073.0,51
68518,2020-04-18,Jackson,Michigan,26075.0,453
68519,2020-04-18,Kalamazoo,Michigan,26077.0,154
68520,2020-04-18,Kalkaska,Michigan,26079.0,17
68521,2020-04-18,Kent,Michigan,26081.0,461
68522,2020-04-18,Lake,Michigan,26085.0,2
68523,2020-04-18,Lapeer,Michigan,26087.0,147
68524,2020-04-18,Leelanau,Michigan,26089.0,7
68525,2020-04-18,Lenawee,Michigan,26091.0,70
68526,2020-04-18,Livingston,Michigan,26093.0,282
68527,2020-04-18,Luce,Michigan,26095.0,1
68528,2020-04-18,Mackinac,Michigan,26097.0,4
68529,2020-04-18,Macomb,Michigan,26099.0,4328
68530,2020-04-18,Manistee,Michigan,26101.0,11
68531,2020-04-18,Marquette,Michigan,26103.0,29
68532,2020-04-18,Mason,Michigan,26105.0,4
68533,2020-04-18,Mecosta,Michigan,26107.0,12
68534,2020-04-18,Menominee,Michigan,26109.0,1
68535,2020-04-18,Midland,Michigan,26111.0,43
68536,2020-04-18,Missaukee,Michigan,26113.0,3
68537,2020-04-18,Monroe,Michigan,26115.0,224
68538,2020-04-18,Montcalm,Michigan,26117.0,24
68539,2020-04-18,Montmorency,Michigan,26119.0,4
68540,2020-04-18,Muskegon,Michigan,26121.0,136
68541,2020-04-18,Newaygo,Michigan,26123.0,7
68542,2020-04-18,Oakland,Michigan,26125.0,6021
68543,2020-04-18,Oceana,Michigan,26127.0,3
68544,2020-04-18,Ogemaw,Michigan,26129.0,5
68545,2020-04-18,Osceola,Michigan,26133.0,6
68546,2020-04-18,Oscoda,Michigan,26135.0,4
