,date,county,state,fips,deaths
307346,2020-07-06,Midland,Michigan,26111.0,9
307347,2020-07-06,Missaukee,Michigan,26113.0,1
307348,2020-07-06,Monroe,Michigan,26115.0,21
307349,2020-07-06,Montcalm,Michigan,26117.0,1
307350,2020-07-06,Montmorency,Michigan,26119.0,0
307351,2020-07-06,Muskegon,Michigan,26121.0,51
307352,2020-07-06,Newaygo,Michigan,26123.0,0
307353,2020-07-06,Oakland,Michigan,26125.0,1091
307354,2020-07-06,Oceana,Michigan,26127.0,4
307355,2020-07-06,Ogemaw,Michigan,26129.0,2
307356,2020-07-06,Ontonagon,Michigan,26131.0,0
307357,2020-07-06,Osceola,Michigan,26133.0,0
307358,2020-07-06,Oscoda,Michigan,26135.0,1
307359,2020-07-06,Otsego,Michigan,26137.0,10
307360,2020-07-06,Ottawa,Michigan,26139.0,51
307361,2020-07-06,Presque Isle,Michigan,26141.0,0
307362,2020-07-06,Roscommon,Michigan,26143.0,0
307363,2020-07-06,Saginaw,Michigan,26145.0,123
307364,2020-07-06,Sanilac,Michigan,26151.0,6
307365,2020-07-06,Schoolcraft,Michigan,26153.0,0
307366,2020-07-06,Shiawassee,Michigan,26155.0,28
307367,2020-07-06,St. Clair,Michigan,26147.0,50
307368,2020-07-06,St. Joseph,Michigan,26149.0,5
307369,2020-07-06,Tuscola,Michigan,26157.0,26
307370,2020-07-06,Unknown,Michigan,,2
307371,2020-07-06,Van Buren,Michigan,26159.0,8
307372,2020-07-06,Washtenaw,Michigan,26161.0,116
307373,2020-07-06,Wayne,Michigan,26163.0,2732
307374,2020-07-06,Wexford,Michigan,26165.0,4
310460,2020-07-07,Alcona,Michigan,26001.0,1
310461,2020-07-07,Alger,Michigan,26003.0,0
310462,2020-07-07,Allegan,Michigan,26005.0,7
310463,2020-07-07,Alpena,Michigan,26007.0,12
310464,2020-07-07,Antrim,Michigan,26009.0,0
310465,2020-07-07,Arenac,Michigan,26011.0,2
310466,2020-07-07,Baraga,Michigan,26013.0,0
310467,2020-07-07,Barry,Michigan,26015.0,2
310468,2020-07-07,Bay,Michigan,26017.0,30
310469,2020-07-07,Benzie,Michigan,26019.0,0
310470,2020-07-07,Berrien,Michigan,26021.0,60
310471,2020-07-07,Branch,Michigan,26023.0,25
310472,2020-07-07,Calhoun,Michigan,26025.0,38
310473,2020-07-07,Cass,Michigan,26027.0,6
310474,2020-07-07,Charlevoix,Michigan,26029.0,2
310475,2020-07-07,Cheboygan,Michigan,26031.0,2
310476,2020-07-07,Chippewa,Michigan,26033.0,0
310477,2020-07-07,Clare,Michigan,26035.0,3
310478,2020-07-07,Clinton,Michigan,26037.0,12
310479,2020-07-07,Crawford,Michigan,26039.0,5
310480,2020-07-07,Delta,Michigan,26041.0,3
310481,2020-07-07,Dickinson,Michigan,26043.0,2
310482,2020-07-07,Eaton,Michigan,26045.0,7
310483,2020-07-07,Emmet,Michigan,26047.0,2
310484,2020-07-07,Genesee,Michigan,26049.0,288
310485,2020-07-07,Gladwin,Michigan,26051.0,1
310486,2020-07-07,Gogebic,Michigan,26053.0,1
310487,2020-07-07,Grand Traverse,Michigan,26055.0,5
310488,2020-07-07,Gratiot,Michigan,26057.0,13
310489,2020-07-07,Hillsdale,Michigan,26059.0,25
310490,2020-07-07,Houghton,Michigan,26061.0,0
310491,2020-07-07,Huron,Michigan,26063.0,3
310492,2020-07-07,Ingham,Michigan,26065.0,29
310493,2020-07-07,Ionia,Michigan,26067.0,4
310494,2020-07-07,Iosco,Michigan,26069.0,11
310495,2020-07-07,Iron,Michigan,26071.0,1
310496,2020-07-07,Isabella,Michigan,26073.0,8
310497,2020-07-07,Jackson,Michigan,26075.0,54
310498,2020-07-07,Kalamazoo,Michigan,26077.0,68
310499,2020-07-07,Kalkaska,Michigan,26079.0,2
310500,2020-07-07,Kent,Michigan,26081.0,139
310501,2020-07-07,Keweenaw,Michigan,26083.0,0
310502,2020-07-07,Lake,Michigan,26085.0,0
310503,2020-07-07,Lapeer,Michigan,26087.0,38
310504,2020-07-07,Leelanau,Michigan,26089.0,0
310505,2020-07-07,Lenawee,Michigan,26091.0,12
310506,2020-07-07,Livingston,Michigan,26093.0,29
310507,2020-07-07,Luce,Michigan,26095.0,0
310508,2020-07-07,Mackinac,Michigan,26097.0,0
310509,2020-07-07,Macomb,Michigan,26099.0,928
310510,2020-07-07,Manistee,Michigan,26101.0,0
310511,2020-07-07,Marquette,Michigan,26103.0,11
310512,2020-07-07,Mason,Michigan,26105.0,0
310513,2020-07-07,Mecosta,Michigan,26107.0,2
310514,2020-07-07,Menominee,Michigan,26109.0,0
310515,2020-07-07,Midland,Michigan,26111.0,9
310516,2020-07-07,Missaukee,Michigan,26113.0,1
310517,2020-07-07,Monroe,Michigan,26115.0,21
310518,2020-07-07,Montcalm,Michigan,26117.0,1
310519,2020-07-07,Montmorency,Michigan,26119.0,0
310520,2020-07-07,Muskegon,Michigan,26121.0,53
310521,2020-07-07,Newaygo,Michigan,26123.0,0
310522,2020-07-07,Oakland,Michigan,26125.0,1095
310523,2020-07-07,Oceana,Michigan,26127.0,4
310524,2020-07-07,Ogemaw,Michigan,26129.0,2
310525,2020-07-07,Ontonagon,Michigan,26131.0,0
310526,2020-07-07,Osceola,Michigan,26133.0,0
310527,2020-07-07,Oscoda,Michigan,26135.0,1
310528,2020-07-07,Otsego,Michigan,26137.0,10
310529,2020-07-07,Ottawa,Michigan,26139.0,52
310530,2020-07-07,Presque Isle,Michigan,26141.0,0
310531,2020-07-07,Roscommon,Michigan,26143.0,0
310532,2020-07-07,Saginaw,Michigan,26145.0,124
310533,2020-07-07,Sanilac,Michigan,26151.0,6
310534,2020-07-07,Schoolcraft,Michigan,26153.0,0
310535,2020-07-07,Shiawassee,Michigan,26155.0,28
310536,2020-07-07,St. Clair,Michigan,26147.0,51
310537,2020-07-07,St. Joseph,Michigan,26149.0,5
310538,2020-07-07,Tuscola,Michigan,26157.0,26
310539,2020-07-07,Unknown,Michigan,,2
310540,2020-07-07,Van Buren,Michigan,26159.0,8
310541,2020-07-07,Washtenaw,Michigan,26161.0,117
310542,2020-07-07,Wayne,Michigan,26163.0,2743
310543,2020-07-07,Wexford,Michigan,26165.0,4
313631,2020-07-08,Alcona,Michigan,26001.0,1
313632,2020-07-08,Alger,Michigan,26003.0,0
313633,2020-07-08,Allegan,Michigan,26005.0,7
313634,2020-07-08,Alpena,Michigan,26007.0,12
313635,2020-07-08,Antrim,Michigan,26009.0,0
313636,2020-07-08,Arenac,Michigan,26011.0,2
313637,2020-07-08,Baraga,Michigan,26013.0,0
313638,2020-07-08,Barry,Michigan,26015.0,2
313639,2020-07-08,Bay,Michigan,26017.0,31
313640,2020-07-08,Benzie,Michigan,26019.0,0
313641,2020-07-08,Berrien,Michigan,26021.0,60
313642,2020-07-08,Branch,Michigan,26023.0,25
313643,2020-07-08,Calhoun,Michigan,26025.0,39
313644,2020-07-08,Cass,Michigan,26027.0,6
313645,2020-07-08,Charlevoix,Michigan,26029.0,2
313646,2020-07-08,Cheboygan,Michigan,26031.0,2
313647,2020-07-08,Chippewa,Michigan,26033.0,0
313648,2020-07-08,Clare,Michigan,26035.0,3
313649,2020-07-08,Clinton,Michigan,26037.0,12
313650,2020-07-08,Crawford,Michigan,26039.0,5
313651,2020-07-08,Delta,Michigan,26041.0,3
313652,2020-07-08,Dickinson,Michigan,26043.0,2
313653,2020-07-08,Eaton,Michigan,26045.0,7
313654,2020-07-08,Emmet,Michigan,26047.0,2
313655,2020-07-08,Genesee,Michigan,26049.0,290
313656,2020-07-08,Gladwin,Michigan,26051.0,1
313657,2020-07-08,Gogebic,Michigan,26053.0,1
313658,2020-07-08,Grand Traverse,Michigan,26055.0,5
313659,2020-07-08,Gratiot,Michigan,26057.0,14
313660,2020-07-08,Hillsdale,Michigan,26059.0,25
313661,2020-07-08,Houghton,Michigan,26061.0,0
313662,2020-07-08,Huron,Michigan,26063.0,3
313663,2020-07-08,Ingham,Michigan,26065.0,29
313664,2020-07-08,Ionia,Michigan,26067.0,4
313665,2020-07-08,Iosco,Michigan,26069.0,11
313666,2020-07-08,Iron,Michigan,26071.0,1
313667,2020-07-08,Isabella,Michigan,26073.0,8
313668,2020-07-08,Jackson,Michigan,26075.0,54
313669,2020-07-08,Kalamazoo,Michigan,26077.0,69
313670,2020-07-08,Kalkaska,Michigan,26079.0,2
313671,2020-07-08,Kent,Michigan,26081.0,139
313672,2020-07-08,Keweenaw,Michigan,26083.0,0
313673,2020-07-08,Lake,Michigan,26085.0,0
313674,2020-07-08,Lapeer,Michigan,26087.0,38
313675,2020-07-08,Leelanau,Michigan,26089.0,0
313676,2020-07-08,Lenawee,Michigan,26091.0,12
313677,2020-07-08,Livingston,Michigan,26093.0,29
313678,2020-07-08,Luce,Michigan,26095.0,0
313679,2020-07-08,Mackinac,Michigan,26097.0,0
313680,2020-07-08,Macomb,Michigan,26099.0,928
313681,2020-07-08,Manistee,Michigan,26101.0,0
313682,2020-07-08,Marquette,Michigan,26103.0,11
313683,2020-07-08,Mason,Michigan,26105.0,0
313684,2020-07-08,Mecosta,Michigan,26107.0,2
313685,2020-07-08,Menominee,Michigan,26109.0,0
313686,2020-07-08,Midland,Michigan,26111.0,9
313687,2020-07-08,Missaukee,Michigan,26113.0,1
313688,2020-07-08,Monroe,Michigan,26115.0,21
313689,2020-07-08,Montcalm,Michigan,26117.0,1
313690,2020-07-08,Montmorency,Michigan,26119.0,0
313691,2020-07-08,Muskegon,Michigan,26121.0,53
313692,2020-07-08,Newaygo,Michigan,26123.0,0
313693,2020-07-08,Oakland,Michigan,26125.0,1096
313694,2020-07-08,Oceana,Michigan,26127.0,4
313695,2020-07-08,Ogemaw,Michigan,26129.0,2
313696,2020-07-08,Ontonagon,Michigan,26131.0,0
313697,2020-07-08,Osceola,Michigan,26133.0,0
313698,2020-07-08,Oscoda,Michigan,26135.0,1
313699,2020-07-08,Otsego,Michigan,26137.0,10
313700,2020-07-08,Ottawa,Michigan,26139.0,52
313701,2020-07-08,Presque Isle,Michigan,26141.0,0
313702,2020-07-08,Roscommon,Michigan,26143.0,0
313703,2020-07-08,Saginaw,Michigan,26145.0,124
313704,2020-07-08,Sanilac,Michigan,26151.0,6
313705,2020-07-08,Schoolcraft,Michigan,26153.0,0
313706,2020-07-08,Shiawassee,Michigan,26155.0,28
313707,2020-07-08,St. Clair,Michigan,26147.0,52
313708,2020-07-08,St. Joseph,Michigan,26149.0,5
313709,2020-07-08,Tuscola,Michigan,26157.0,26
313710,2020-07-08,Unknown,Michigan,,2
313711,2020-07-08,Van Buren,Michigan,26159.0,8
313712,2020-07-08,Washtenaw,Michigan,26161.0,117
313713,2020-07-08,Wayne,Michigan,26163.0,2745
313714,2020-07-08,Wexford,Michigan,26165.0,4
316806,2020-07-09,Alcona,Michigan,26001.0,1
316807,2020-07-09,Alger,Michigan,26003.0,0
316808,2020-07-09,Allegan,Michigan,26005.0,7
316809,2020-07-09,Alpena,Michigan,26007.0,12
316810,2020-07-09,Antrim,Michigan,26009.0,0
316811,2020-07-09,Arenac,Michigan,26011.0,2
316812,2020-07-09,Baraga,Michigan,26013.0,0
316813,2020-07-09,Barry,Michigan,26015.0,3
316814,2020-07-09,Bay,Michigan,26017.0,31
316815,2020-07-09,Benzie,Michigan,26019.0,0
316816,2020-07-09,Berrien,Michigan,26021.0,60
316817,2020-07-09,Branch,Michigan,26023.0,25
316818,2020-07-09,Calhoun,Michigan,26025.0,39
316819,2020-07-09,Cass,Michigan,26027.0,6
316820,2020-07-09,Charlevoix,Michigan,26029.0,2
316821,2020-07-09,Cheboygan,Michigan,26031.0,2
316822,2020-07-09,Chippewa,Michigan,26033.0,0
316823,2020-07-09,Clare,Michigan,26035.0,3
316824,2020-07-09,Clinton,Michigan,26037.0,12
316825,2020-07-09,Crawford,Michigan,26039.0,5
316826,2020-07-09,Delta,Michigan,26041.0,3
316827,2020-07-09,Dickinson,Michigan,26043.0,2
316828,2020-07-09,Eaton,Michigan,26045.0,7
316829,2020-07-09,Emmet,Michigan,26047.0,2
316830,2020-07-09,Genesee,Michigan,26049.0,290
316831,2020-07-09,Gladwin,Michigan,26051.0,1
316832,2020-07-09,Gogebic,Michigan,26053.0,1
316833,2020-07-09,Grand Traverse,Michigan,26055.0,5
316834,2020-07-09,Gratiot,Michigan,26057.0,14
316835,2020-07-09,Hillsdale,Michigan,26059.0,25
316836,2020-07-09,Houghton,Michigan,26061.0,0
316837,2020-07-09,Huron,Michigan,26063.0,3
316838,2020-07-09,Ingham,Michigan,26065.0,30
316839,2020-07-09,Ionia,Michigan,26067.0,4
316840,2020-07-09,Iosco,Michigan,26069.0,11
316841,2020-07-09,Iron,Michigan,26071.0,1
316842,2020-07-09,Isabella,Michigan,26073.0,8
316843,2020-07-09,Jackson,Michigan,26075.0,54
316844,2020-07-09,Kalamazoo,Michigan,26077.0,70
316845,2020-07-09,Kalkaska,Michigan,26079.0,2
316846,2020-07-09,Kent,Michigan,26081.0,139
316847,2020-07-09,Keweenaw,Michigan,26083.0,0
316848,2020-07-09,Lake,Michigan,26085.0,0
316849,2020-07-09,Lapeer,Michigan,26087.0,38
316850,2020-07-09,Leelanau,Michigan,26089.0,0
316851,2020-07-09,Lenawee,Michigan,26091.0,14
316852,2020-07-09,Livingston,Michigan,26093.0,29
316853,2020-07-09,Luce,Michigan,26095.0,0
316854,2020-07-09,Mackinac,Michigan,26097.0,0
316855,2020-07-09,Macomb,Michigan,26099.0,928
316856,2020-07-09,Manistee,Michigan,26101.0,0
316857,2020-07-09,Marquette,Michigan,26103.0,11
316858,2020-07-09,Mason,Michigan,26105.0,0
316859,2020-07-09,Mecosta,Michigan,26107.0,2
316860,2020-07-09,Menominee,Michigan,26109.0,0
316861,2020-07-09,Midland,Michigan,26111.0,9
316862,2020-07-09,Missaukee,Michigan,26113.0,1
316863,2020-07-09,Monroe,Michigan,26115.0,21
316864,2020-07-09,Montcalm,Michigan,26117.0,1
316865,2020-07-09,Montmorency,Michigan,26119.0,0
316866,2020-07-09,Muskegon,Michigan,26121.0,53
316867,2020-07-09,Newaygo,Michigan,26123.0,0
316868,2020-07-09,Oakland,Michigan,26125.0,1097
316869,2020-07-09,Oceana,Michigan,26127.0,4
316870,2020-07-09,Ogemaw,Michigan,26129.0,2
316871,2020-07-09,Ontonagon,Michigan,26131.0,0
316872,2020-07-09,Osceola,Michigan,26133.0,0
316873,2020-07-09,Oscoda,Michigan,26135.0,1
316874,2020-07-09,Otsego,Michigan,26137.0,10
316875,2020-07-09,Ottawa,Michigan,26139.0,52
316876,2020-07-09,Presque Isle,Michigan,26141.0,0
316877,2020-07-09,Roscommon,Michigan,26143.0,0
316878,2020-07-09,Saginaw,Michigan,26145.0,124
316879,2020-07-09,Sanilac,Michigan,26151.0,6
316880,2020-07-09,Schoolcraft,Michigan,26153.0,0
316881,2020-07-09,Shiawassee,Michigan,26155.0,28
316882,2020-07-09,St. Clair,Michigan,26147.0,53
316883,2020-07-09,St. Joseph,Michigan,26149.0,5
316884,2020-07-09,Tuscola,Michigan,26157.0,26
316885,2020-07-09,Unknown,Michigan,,2
316886,2020-07-09,Van Buren,Michigan,26159.0,9
316887,2020-07-09,Washtenaw,Michigan,26161.0,117
316888,2020-07-09,Wayne,Michigan,26163.0,2746
316889,2020-07-09,Wexford,Michigan,26165.0,4
319982,2020-07-10,Alcona,Michigan,26001.0,1
319983,2020-07-10,Alger,Michigan,26003.0,0
319984,2020-07-10,Allegan,Michigan,26005.0,7
319985,2020-07-10,Alpena,Michigan,26007.0,12
319986,2020-07-10,Antrim,Michigan,26009.0,0
319987,2020-07-10,Arenac,Michigan,26011.0,2
319988,2020-07-10,Baraga,Michigan,26013.0,0
319989,2020-07-10,Barry,Michigan,26015.0,2
319990,2020-07-10,Bay,Michigan,26017.0,31
319991,2020-07-10,Benzie,Michigan,26019.0,0
319992,2020-07-10,Berrien,Michigan,26021.0,60
319993,2020-07-10,Branch,Michigan,26023.0,25
319994,2020-07-10,Calhoun,Michigan,26025.0,39
319995,2020-07-10,Cass,Michigan,26027.0,6
319996,2020-07-10,Charlevoix,Michigan,26029.0,2
319997,2020-07-10,Cheboygan,Michigan,26031.0,2
319998,2020-07-10,Chippewa,Michigan,26033.0,0
319999,2020-07-10,Clare,Michigan,26035.0,3
320000,2020-07-10,Clinton,Michigan,26037.0,12
320001,2020-07-10,Crawford,Michigan,26039.0,5
320002,2020-07-10,Delta,Michigan,26041.0,3
320003,2020-07-10,Dickinson,Michigan,26043.0,2
320004,2020-07-10,Eaton,Michigan,26045.0,7
320005,2020-07-10,Emmet,Michigan,26047.0,2
320006,2020-07-10,Genesee,Michigan,26049.0,291
320007,2020-07-10,Gladwin,Michigan,26051.0,1
320008,2020-07-10,Gogebic,Michigan,26053.0,1
320009,2020-07-10,Grand Traverse,Michigan,26055.0,5
320010,2020-07-10,Gratiot,Michigan,26057.0,14
320011,2020-07-10,Hillsdale,Michigan,26059.0,25
320012,2020-07-10,Houghton,Michigan,26061.0,0
320013,2020-07-10,Huron,Michigan,26063.0,3
320014,2020-07-10,Ingham,Michigan,26065.0,30
320015,2020-07-10,Ionia,Michigan,26067.0,4
320016,2020-07-10,Iosco,Michigan,26069.0,11
320017,2020-07-10,Iron,Michigan,26071.0,1
320018,2020-07-10,Isabella,Michigan,26073.0,8
320019,2020-07-10,Jackson,Michigan,26075.0,54
320020,2020-07-10,Kalamazoo,Michigan,26077.0,70
320021,2020-07-10,Kalkaska,Michigan,26079.0,2
320022,2020-07-10,Kent,Michigan,26081.0,141
320023,2020-07-10,Keweenaw,Michigan,26083.0,0
320024,2020-07-10,Lake,Michigan,26085.0,0
320025,2020-07-10,Lapeer,Michigan,26087.0,38
320026,2020-07-10,Leelanau,Michigan,26089.0,0
320027,2020-07-10,Lenawee,Michigan,26091.0,14
320028,2020-07-10,Livingston,Michigan,26093.0,29
320029,2020-07-10,Luce,Michigan,26095.0,0
320030,2020-07-10,Mackinac,Michigan,26097.0,0
320031,2020-07-10,Macomb,Michigan,26099.0,929
320032,2020-07-10,Manistee,Michigan,26101.0,0
320033,2020-07-10,Marquette,Michigan,26103.0,11
320034,2020-07-10,Mason,Michigan,26105.0,0
320035,2020-07-10,Mecosta,Michigan,26107.0,2
320036,2020-07-10,Menominee,Michigan,26109.0,0
320037,2020-07-10,Midland,Michigan,26111.0,9
320038,2020-07-10,Missaukee,Michigan,26113.0,1
320039,2020-07-10,Monroe,Michigan,26115.0,21
320040,2020-07-10,Montcalm,Michigan,26117.0,1
320041,2020-07-10,Montmorency,Michigan,26119.0,0
320042,2020-07-10,Muskegon,Michigan,26121.0,54
320043,2020-07-10,Newaygo,Michigan,26123.0,0
320044,2020-07-10,Oakland,Michigan,26125.0,1102
320045,2020-07-10,Oceana,Michigan,26127.0,4
320046,2020-07-10,Ogemaw,Michigan,26129.0,2
320047,2020-07-10,Ontonagon,Michigan,26131.0,0
320048,2020-07-10,Osceola,Michigan,26133.0,0
320049,2020-07-10,Oscoda,Michigan,26135.0,1
320050,2020-07-10,Otsego,Michigan,26137.0,10
320051,2020-07-10,Ottawa,Michigan,26139.0,52
320052,2020-07-10,Presque Isle,Michigan,26141.0,0
320053,2020-07-10,Roscommon,Michigan,26143.0,0
320054,2020-07-10,Saginaw,Michigan,26145.0,124
320055,2020-07-10,Sanilac,Michigan,26151.0,6
320056,2020-07-10,Schoolcraft,Michigan,26153.0,0
320057,2020-07-10,Shiawassee,Michigan,26155.0,28
320058,2020-07-10,St. Clair,Michigan,26147.0,53
320059,2020-07-10,St. Joseph,Michigan,26149.0,5
320060,2020-07-10,Tuscola,Michigan,26157.0,26
320061,2020-07-10,Unknown,Michigan,,2
320062,2020-07-10,Van Buren,Michigan,26159.0,9
320063,2020-07-10,Washtenaw,Michigan,26161.0,117
320064,2020-07-10,Wayne,Michigan,26163.0,2750
320065,2020-07-10,Wexford,Michigan,26165.0,4
323162,2020-07-11,Alcona,Michigan,26001.0,1
323163,2020-07-11,Alger,Michigan,26003.0,0
323164,2020-07-11,Allegan,Michigan,26005.0,7
323165,2020-07-11,Alpena,Michigan,26007.0,12
323166,2020-07-11,Antrim,Michigan,26009.0,0
323167,2020-07-11,Arenac,Michigan,26011.0,2
323168,2020-07-11,Baraga,Michigan,26013.0,0
323169,2020-07-11,Barry,Michigan,26015.0,2
323170,2020-07-11,Bay,Michigan,26017.0,31
323171,2020-07-11,Benzie,Michigan,26019.0,0
323172,2020-07-11,Berrien,Michigan,26021.0,60
323173,2020-07-11,Branch,Michigan,26023.0,25
323174,2020-07-11,Calhoun,Michigan,26025.0,39
323175,2020-07-11,Cass,Michigan,26027.0,6
323176,2020-07-11,Charlevoix,Michigan,26029.0,2
323177,2020-07-11,Cheboygan,Michigan,26031.0,2
323178,2020-07-11,Chippewa,Michigan,26033.0,0
323179,2020-07-11,Clare,Michigan,26035.0,3
323180,2020-07-11,Clinton,Michigan,26037.0,12
323181,2020-07-11,Crawford,Michigan,26039.0,5
323182,2020-07-11,Delta,Michigan,26041.0,3
323183,2020-07-11,Dickinson,Michigan,26043.0,2
323184,2020-07-11,Eaton,Michigan,26045.0,7
323185,2020-07-11,Emmet,Michigan,26047.0,2
323186,2020-07-11,Genesee,Michigan,26049.0,291
323187,2020-07-11,Gladwin,Michigan,26051.0,1
323188,2020-07-11,Gogebic,Michigan,26053.0,1
323189,2020-07-11,Grand Traverse,Michigan,26055.0,5
323190,2020-07-11,Gratiot,Michigan,26057.0,14
323191,2020-07-11,Hillsdale,Michigan,26059.0,25
323192,2020-07-11,Houghton,Michigan,26061.0,0
323193,2020-07-11,Huron,Michigan,26063.0,3
323194,2020-07-11,Ingham,Michigan,26065.0,30
323195,2020-07-11,Ionia,Michigan,26067.0,5
323196,2020-07-11,Iosco,Michigan,26069.0,11
323197,2020-07-11,Iron,Michigan,26071.0,1
323198,2020-07-11,Isabella,Michigan,26073.0,8
323199,2020-07-11,Jackson,Michigan,26075.0,54
323200,2020-07-11,Kalamazoo,Michigan,26077.0,70
323201,2020-07-11,Kalkaska,Michigan,26079.0,2
323202,2020-07-11,Kent,Michigan,26081.0,144
323203,2020-07-11,Keweenaw,Michigan,26083.0,0
323204,2020-07-11,Lake,Michigan,26085.0,0
323205,2020-07-11,Lapeer,Michigan,26087.0,38
323206,2020-07-11,Leelanau,Michigan,26089.0,0
323207,2020-07-11,Lenawee,Michigan,26091.0,15
323208,2020-07-11,Livingston,Michigan,26093.0,29
323209,2020-07-11,Luce,Michigan,26095.0,0
323210,2020-07-11,Mackinac,Michigan,26097.0,0
323211,2020-07-11,Macomb,Michigan,26099.0,933
323212,2020-07-11,Manistee,Michigan,26101.0,0
323213,2020-07-11,Marquette,Michigan,26103.0,11
323214,2020-07-11,Mason,Michigan,26105.0,0
323215,2020-07-11,Mecosta,Michigan,26107.0,2
323216,2020-07-11,Menominee,Michigan,26109.0,0
323217,2020-07-11,Midland,Michigan,26111.0,9
323218,2020-07-11,Missaukee,Michigan,26113.0,1
323219,2020-07-11,Monroe,Michigan,26115.0,21
323220,2020-07-11,Montcalm,Michigan,26117.0,1
323221,2020-07-11,Montmorency,Michigan,26119.0,0
323222,2020-07-11,Muskegon,Michigan,26121.0,54
323223,2020-07-11,Newaygo,Michigan,26123.0,0
323224,2020-07-11,Oakland,Michigan,26125.0,1108
323225,2020-07-11,Oceana,Michigan,26127.0,5
323226,2020-07-11,Ogemaw,Michigan,26129.0,2
323227,2020-07-11,Ontonagon,Michigan,26131.0,0
323228,2020-07-11,Osceola,Michigan,26133.0,0
323229,2020-07-11,Oscoda,Michigan,26135.0,1
323230,2020-07-11,Otsego,Michigan,26137.0,10
323231,2020-07-11,Ottawa,Michigan,26139.0,52
323232,2020-07-11,Presque Isle,Michigan,26141.0,0
323233,2020-07-11,Roscommon,Michigan,26143.0,0
323234,2020-07-11,Saginaw,Michigan,26145.0,124
323235,2020-07-11,Sanilac,Michigan,26151.0,6
323236,2020-07-11,Schoolcraft,Michigan,26153.0,0
323237,2020-07-11,Shiawassee,Michigan,26155.0,28
323238,2020-07-11,St. Clair,Michigan,26147.0,53
323239,2020-07-11,St. Joseph,Michigan,26149.0,5
323240,2020-07-11,Tuscola,Michigan,26157.0,27
323241,2020-07-11,Unknown,Michigan,,2
323242,2020-07-11,Van Buren,Michigan,26159.0,9
323243,2020-07-11,Washtenaw,Michigan,26161.0,118
323244,2020-07-11,Wayne,Michigan,26163.0,2760
323245,2020-07-11,Wexford,Michigan,26165.0,4
326346,2020-07-12,Alcona,Michigan,26001.0,1
326347,2020-07-12,Alger,Michigan,26003.0,0
326348,2020-07-12,Allegan,Michigan,26005.0,7
326349,2020-07-12,Alpena,Michigan,26007.0,12
326350,2020-07-12,Antrim,Michigan,26009.0,0
326351,2020-07-12,Arenac,Michigan,26011.0,2
326352,2020-07-12,Baraga,Michigan,26013.0,0
326353,2020-07-12,Barry,Michigan,26015.0,2
326354,2020-07-12,Bay,Michigan,26017.0,31
326355,2020-07-12,Benzie,Michigan,26019.0,0
326356,2020-07-12,Berrien,Michigan,26021.0,60
326357,2020-07-12,Branch,Michigan,26023.0,25
326358,2020-07-12,Calhoun,Michigan,26025.0,39
326359,2020-07-12,Cass,Michigan,26027.0,6
326360,2020-07-12,Charlevoix,Michigan,26029.0,2
326361,2020-07-12,Cheboygan,Michigan,26031.0,2
326362,2020-07-12,Chippewa,Michigan,26033.0,0
326363,2020-07-12,Clare,Michigan,26035.0,3
326364,2020-07-12,Clinton,Michigan,26037.0,12
326365,2020-07-12,Crawford,Michigan,26039.0,5
326366,2020-07-12,Delta,Michigan,26041.0,3
326367,2020-07-12,Dickinson,Michigan,26043.0,2
326368,2020-07-12,Eaton,Michigan,26045.0,7
326369,2020-07-12,Emmet,Michigan,26047.0,2
326370,2020-07-12,Genesee,Michigan,26049.0,291
326371,2020-07-12,Gladwin,Michigan,26051.0,1
326372,2020-07-12,Gogebic,Michigan,26053.0,1
326373,2020-07-12,Grand Traverse,Michigan,26055.0,5
326374,2020-07-12,Gratiot,Michigan,26057.0,14
326375,2020-07-12,Hillsdale,Michigan,26059.0,25
326376,2020-07-12,Houghton,Michigan,26061.0,0
326377,2020-07-12,Huron,Michigan,26063.0,3
326378,2020-07-12,Ingham,Michigan,26065.0,30
326379,2020-07-12,Ionia,Michigan,26067.0,5
326380,2020-07-12,Iosco,Michigan,26069.0,11
326381,2020-07-12,Iron,Michigan,26071.0,1
326382,2020-07-12,Isabella,Michigan,26073.0,8
326383,2020-07-12,Jackson,Michigan,26075.0,54
326384,2020-07-12,Kalamazoo,Michigan,26077.0,70
326385,2020-07-12,Kalkaska,Michigan,26079.0,2
326386,2020-07-12,Kent,Michigan,26081.0,144
326387,2020-07-12,Keweenaw,Michigan,26083.0,0
326388,2020-07-12,Lake,Michigan,26085.0,0
326389,2020-07-12,Lapeer,Michigan,26087.0,38
326390,2020-07-12,Leelanau,Michigan,26089.0,0
326391,2020-07-12,Lenawee,Michigan,26091.0,15
326392,2020-07-12,Livingston,Michigan,26093.0,29
326393,2020-07-12,Luce,Michigan,26095.0,0
326394,2020-07-12,Mackinac,Michigan,26097.0,0
326395,2020-07-12,Macomb,Michigan,26099.0,933
326396,2020-07-12,Manistee,Michigan,26101.0,0
326397,2020-07-12,Marquette,Michigan,26103.0,11
326398,2020-07-12,Mason,Michigan,26105.0,0
326399,2020-07-12,Mecosta,Michigan,26107.0,2
326400,2020-07-12,Menominee,Michigan,26109.0,0
326401,2020-07-12,Midland,Michigan,26111.0,9
326402,2020-07-12,Missaukee,Michigan,26113.0,1
326403,2020-07-12,Monroe,Michigan,26115.0,21
326404,2020-07-12,Montcalm,Michigan,26117.0,1
326405,2020-07-12,Montmorency,Michigan,26119.0,0
